"bernie, aunt, uncle, real, stuart, welfare, cuban, invent, mentor, product, commercial, pose, estate, co, worker, deal, mace, grandma, money, dream"
"story, attention, woman, offer, feminist, jewel, expensive, virgin, fantasy, movement, rap, wild, draw, wealthy, pass, accept, short, chance, marry, feature"
"sultan, meditation, stepfather, joan, boston, chaotic, runaway, enigmatic, instinct, comfortable, complicated, father, aren, typical, hook, listen, grace, feed, cheat, angel"
"europe, sur, argentina, victoria, emily, critic, thereafter, poet, magazine, describe, european, san, author, focus, writer, america, bear, american, look, home"
"william, jack, wheel, chris, fifteen, april, crush, wonder, remember, secretly, rock, suddenly, friendship, accident, body, boy, event, night, leave, try"
"prior, involve, mainstream, writing, physician, clinic, occupy, urge, monk, protection, degree, spain, false, opinion, england, paper, method, stake, warn, establish"
"prince, emperor, hitler, wheelchair, confine, supporter, saga, von, dynasty, polish, residence, fascinating, befriend, elder, associate, ii, trace, divorce, estate, unknown"
"rest, feel, belong, towards, name, idea, try, spend, life, resolution, virginity, overhear, suitable, wed, deserve, insist, persuade, urge, villager, love"
"hospital, castle, welfare, gossip, convert, tiny, entrepreneur, restaurant, establish, peter, cost, else, buy, especially, lot, suddenly, actually, owner, career, grow"
"murder, radical, department, town, justice, bos, victim, former, jess, plan, nelson, blake, mario, thwart, police, fugitive, cuba, comrade, ohio, demonstration"
"anna, justice, answer, government, question, hand, police, behalf, yes, commission, deserve, governor, decline, pose, official, rap, ordinary, pack, evidence, simple"
"stacia, sarah, bill, experience, rape, god, parent, satisfaction, return, stray, traumatic, forgive, molest, deserve, forgiveness, sweep, tool, frustration, color, depression"
"unconscious, daughter, awake, deaf, suffers, rebuild, pool, try, conversation, daily, unexpected, hear, hospital, accident, able, dead, husband, attempt, die, save"
"dylan, hollywood, scratch, mitch, brandon, cafe, friend, start, struggle, heartfelt, local, screenwriter, toxic, villa, julie, write, pool, motorcycle, customer, ray"
"raid, scottish, minor, dawn, campaign, national, rom, parliament, halt, pupil, accomplish, girl, seize, whilst, centre, victory, refugee, immigrant, blow, fashion"
"kyle, nick, robert, boyfriend, relationship, casey, davis, session, amy, therapy, graduate, gay, web, serious, ground, picture, program, award, television, serve"
"film, award, hindi, near, kite, om, win, railway, slum, english, station, st, illegal, actress, indian, direct, national, drama, shoot, feature"
"sculptor, leave, commit, council, iran, mother, workshop, commission, previously, airport, compel, taxi, abroad, elderly, ahead, advice, capital, discuss, doubt, minister"
"daphne, prevent, self, girlfriend, harper, diane, barrier, austin, descent, delicate, breakdown, crumble, turmoil, succumb, entangle, vice, delusion, revelation, attorney, scar"
"twin, brother, tragedy, unexpected, couple, overwhelming, identical, threatens, crumble, christine, prospect, patrick, adapt, fat, joy, ill, responsibility, pair, tear, bond"
"anton, angel, martin, street, tender, past, indonesia, enslave, sydney, kindness, separation, fulfil, intelligent, syndicate, resolve, life, foster, fell, sibling, orphan"
"aaron, fishing, scottish, outcast, misfit, amongst, blame, brother, tragedy, survivor, remote, claim, accident, strange, five, village, community, include, local, people"
"reconnect, assume, fatherhood, outlook, forgotten, responsibility, eight, sentence, jail, completely, difficult, desire, life, realize, struggle, journey, brother, fight, mother, father"
"antonio, paper, rome, dy, inhabitant, declare, maria, restaurant, lawyer, aim, rap, sign, torture, gain, god, forget, buy, invite, idea, reach"
"charles, king, parliament, crown, hatch, accepts, favor, sole, arrives, obtain, instantly, prince, rebel, option, territory, accuse, ii, aim, sign, trap"
"coach, swedish, suburb, chance, team, dream, hopeless, countryside, immigrant, shy, woman, football, coast, letter, circumstance, east, approach, unknown, international, mean"
"ambassador, drum, worship, distress, mickey, borrow, villa, theft, eldest, prestigious, relation, retired, devote, spanish, cult, complex, civil, central, fighter, engage"
"money, loss, repent, martha, complexity, potentially, array, chart, compelling, boxer, raw, weight, life, portray, brown, loyalty, immigrant, intend, unexpectedly, theme"
"article, magazine, theater, write, play, ups, enthusiasm, guitar, height, popularity, anonymous, performer, forgotten, split, sing, letter, cinema, nearby, exist, pursue"
"burial, abstract, comprise, turmoil, preparation, desolate, isolation, argument, debut, dialogue, surreal, despair, isolated, sequence, intense, disturb, creative, lee, regard, design"
"brother, marriage, family, afghan, stricken, graphic, supposedly, cunning, smart, worry, poverty, account, ruin, ill, environment, abuse, teenage, trouble, rich, living"
"family, late, forgive, convinces, grandfather, arrange, love, friend, solve, match, engage, door, instead, meanwhile, truth, win, house, child, call, fall"
"boro, maryika, von, berlin, photo, countess, paris, attic, barbara, spy, count, shop, housekeeper, train, spite, visit, flat, shortly, french, warn"
"father, home, leave, hard, brother, explanation, drunken, beer, abusive, australian, lost, bitter, mix, inner, anger, hometown, hotel, safe, pain, field"
"father, mother, summer, elementary, dislike, fifth, chan, grade, culprit, excite, kidnapping, previously, bargain, cool, taste, thrill, unemployed, vacation, neither, nor"
"newspaper, james, faith, relationship, baseball, crumble, weekly, delivery, isolation, begin, coach, devote, cult, veteran, except, notice, wear, trial, daily, writer"
"circus, mary, football, beloved, university, team, kit, job, move, tea, preacher, appoint, clown, mother, reward, whilst, degree, boundary, andrew, prince"
"life, secret, public, series, concern, private, society, character, tonight, technological, closed, virtual, crave, layer, craze, persona, invasion, follow, tap, resolve"
"jean, resolution, decadent, resentment, temptation, flame, concept, rag, backdrop, eve, nice, evening, fiance, anger, musician, newly, settle, avoid, neighbor, pregnant"
"relationship, live, neighborhood, document, master, agree, happy, complete, conflict, decision, study, pass, convince, support, prove, marriage, modern, doesn, girlfriend, marry"
"warden, decay, horrible, terrifying, boundary, addiction, prisoner, isolated, addict, intention, lock, wall, rid, freedom, disappear, hospital, drama, dark, themselves, drug"
"vehicle, father, people, street, real, eight, film, life, unknown, plot, tribal, temporary, trash, socially, midst, evolve, portray, dump, script, belong"
"job, frank, bikini, exotic, dry, persuade, suggest, contest, attraction, feed, try, attention, strong, commit, enter, friendship, boyfriend, talk, drug, friend"
"student, teacher, probe, literature, profession, topic, candid, moral, education, paper, deeply, meaning, pain, assign, concern, wish, complete, understand, professional, various"
"property, village, extend, czech, lieutenant, strive, fair, communist, inhabitant, secretary, transfer, mayor, peaceful, intention, anti, honest, factory, german, gain, easy"
"swim, invisible, loss, water, day, fear, daughter, poetic, clerk, compassion, paralyze, shower, mere, solace, sixty, sole, pool, brief, dozen, wash"
"transfer, chinese, identity, colonial, stepfather, chi, adaptation, administration, preparation, submit, narration, majority, colony, anniversary, inhabitant, upcoming, atmosphere, sequence, element, inform"
"dante, notice, red, york, series, vicky, timeless, adaptation, city, setting, web, classic, seven, inspire, throughout, original, main, adventure, deadly, modern"
"seema, anand, marry, vikram, patient, poor, wealthy, rai, pratap, inquiry, womanizer, induce, qualify, verma, prefer, dy, equally, medicine, opposite, alcoholic"
"bridget, walker, ignite, arab, foreigner, recruit, particular, love, teen, newly, happiness, neighborhood, youth, threaten, drive, community, boy, american, relationship, daughter"
"career, college, girlfriend, brad, prestigious, life, lisa, upside, direction, professor, adult, difficult, hop, decision, affair, friendship, final, art, student, win"
"free, privilege, screw, decadent, intersect, ugly, combination, destructive, deceit, lethal, mid, price, dance, angeles, fail, twenty, club, decision, wealthy, violence"
"pooja, neck, recovery, awaits, paralyze, virtually, sweetheart, upset, association, trauma, shatter, anymore, despair, medicine, cure, propose, devastate, arrange, grant, cancer"
"anne, john, prison, believe, dead, visa, pound, police, bankruptcy, insurance, recount, hole, meantime, whilst, persuade, false, declare, reluctant, guilty, disappearance"
"bar, host, owner, bore, initially, fulfill, purpose, exist, university, daily, sense, desire, develop, feel, student, soon, bring, begin, woman, day"
"lucia, mountain, franco, bravery, smile, iron, smith, winter, resistance, silence, civil, anti, flee, attract, guard, cost, discovers, pursue, political, idea"
"astrov, professor, yelena, vanya, estate, uncle, farm, wife, live, send, brother, proceeds, introduces, decease, physician, vain, originally, announce, retired, household"
"coming, smell, skin, amongst, humiliate, wash, forth, wing, busy, pretend, factory, fly, ll, fill, else, difficult, strong, twenty, worker, army"
"korean, david, spa, restaurant, jin, little, family, require, obligation, course, eddie, independence, parent, struggle, respect, church, attend, time, angeles, life"
"camera, street, egypt, impulsive, breath, endless, spain, italy, corner, paris, japan, board, station, court, pursue, minute, forget, india, train, road"
"suzanne, spy, search, prefer, prostitution, dive, berlin, prisoner, germany, incredible, italian, client, east, apartment, uncover, political, arrest, light, share, truth"
"shiva, singh, arjun, sher, ram, thereafter, shortly, return, home, parent, madhu, mature, blessing, child, niece, fall, permit, mother, molest, demise"
"polish, involve, intriguing, solitary, petty, loved, communication, roof, emotionally, magical, eastern, atmosphere, talented, intense, increasingly, happiness, lack, film, performance, wish"
"robert, critic, write, movie, flick, alike, commentary, indie, editor, syndicate, dvd, tony, richard, contain, humor, independent, stick, everyday, ll, david"
"gina, michelle, afraid, woman, marry, sincere, smile, twice, confident, merely, unhappy, aren, expression, charm, handsome, paint, lesson, sexy, african, romantic"
"transform, history, tender, expense, testify, measure, maria, intense, christian, love, length, value, tragedy, sacrifice, touch, passion, simple, youth, violent, friendship"
"milk, anthony, increasingly, scratch, adaptation, weak, socially, profound, recount, fragile, sensitive, naive, silent, evolve, harsh, dynamic, intelligence, awaken, wonder, maintain"
